run_id,plan_version,model,think,track,seed,M1,M2,M3,M5,cost_usd,gen_seconds,exec_seconds,generation_status
granite4.1_30b-q4_K_M_think-off_track-B_seed-42_1a4d47,rev_off_b,granite4.1_30b-q4_K_M,off,B,42,0,0,0.0,0,0.0,116.27154016494751,0.7699542045593262,ok
granite4.1_30b-q4_K_M_think-off_track-B_seed-43_18e806,rev_off_b,granite4.1_30b-q4_K_M,off,B,43,0,0,0.0,0,0.0,108.88519287109375,0.7702488899230957,ok
granite4.1_30b-q4_K_M_think-off_track-B_seed-44_c365a8,rev_off_b,granite4.1_30b-q4_K_M,off,B,44,0,0,0.0,0,0.0,94.36624479293823,0.7706265449523926,ok
granite4.1_8b-q4_K_M_think-off_track-B_seed-42_b823ac,rev_off_b,granite4.1_8b-q4_K_M,off,B,42,0,0,0.0,0,0.0,50.67351174354553,0.6202700138092041,ok
granite4.1_8b-q4_K_M_think-off_track-B_seed-43_e88ac7,rev_off_b,granite4.1_8b-q4_K_M,off,B,43,0,0,0.0,0,0.0,34.51173377037048,0.5694727897644043,ok
granite4.1_8b-q4_K_M_think-off_track-B_seed-44_4fe997,rev_off_b,granite4.1_8b-q4_K_M,off,B,44,0,0,0.0,0,0.0,32.22981810569763,0.7702183723449707,ok
laguna-xs-2.1_q4_K_M_think-off_track-B_seed-42_240b8f,rev_off_b,laguna-xs-2.1_q4_K_M,off,B,42,0,0,0.0,0,0.0,30.55615544319153,0.7696981430053711,ok
laguna-xs-2.1_q4_K_M_think-off_track-B_seed-43_1c6254,rev_off_b,laguna-xs-2.1_q4_K_M,off,B,43,0,0,0.0,0,0.0,25.503172397613525,0.7696526050567627,ok
laguna-xs-2.1_q4_K_M_think-off_track-B_seed-44_10953e,rev_off_b,laguna-xs-2.1_q4_K_M,off,B,44,0,0,0.0,0,0.0,24.130309581756592,0.7188858985900879,ok
laguna-xs-2.1_q4_K_M_think-on_track-B_seed-42_aa6bf3,rev_on_b,laguna-xs-2.1_q4_K_M,on,B,42,1,1,0.0,0,0.0,64.70746302604675,2.0733258724212646,ok
laguna-xs-2.1_q4_K_M_think-on_track-B_seed-43_a8bd71,rev_on_b,laguna-xs-2.1_q4_K_M,on,B,43,0,0,0.0,0,0.0,90.11564111709595,1.9722301959991455,ok
laguna-xs-2.1_q4_K_M_think-on_track-B_seed-44_f31754,rev_on_b,laguna-xs-2.1_q4_K_M,on,B,44,0,0,0.0,0,0.0,46.48564887046814,0.7191569805145264,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-off_track-B_seed-42_405d75,rev_off_b,nemotron-3-nano_30b-a3b-q4_K_M,off,B,42,1,0,0.0,1,0.0,45.430641174316406,0.770719051361084,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-off_track-B_seed-43_a94a44,rev_off_b,nemotron-3-nano_30b-a3b-q4_K_M,off,B,43,0,0,0.0,0,0.0,22.046340703964233,0.7212619781494141,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-off_track-B_seed-44_c8c17e,rev_off_b,nemotron-3-nano_30b-a3b-q4_K_M,off,B,44,0,0,0.0,0,0.0,13.811214685440063,0.76924729347229,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-on_track-B_seed-42_121230,rev_on_b,nemotron-3-nano_30b-a3b-q4_K_M,on,B,42,0,0,0.0,0,0.0,213.4247648715973,0.6694965362548828,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-on_track-B_seed-43_55d7af,rev_on_b,nemotron-3-nano_30b-a3b-q4_K_M,on,B,43,0,0,0.0,0,0.0,197.81395864486694,0.7205417156219482,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-on_track-B_seed-44_4de132,rev_on_b,nemotron-3-nano_30b-a3b-q4_K_M,on,B,44,0,0,0.0,0,0.0,165.7406690120697,0.9191710948944092,ok
nemotron-3-nano_4b_think-off_track-B_seed-42_9dd5f5,rev_off_b,nemotron-3-nano_4b,off,B,42,0,0,0.0,0,0.0,19.611581087112427,0.7715458869934082,ok
nemotron-3-nano_4b_think-off_track-B_seed-43_04a69a,rev_off_b,nemotron-3-nano_4b,off,B,43,0,0,0.0,0,0.0,16.296921014785767,0.8707523345947266,ok
nemotron-3-nano_4b_think-off_track-B_seed-44_b6a03e,rev_off_b,nemotron-3-nano_4b,off,B,44,0,0,0.0,0,0.0,17.562867641448975,0.5709109306335449,ok
qwen3.5_4b-q4_K_M_think-off_track-B_seed-42_46d0de,rev_off_b,qwen3.5_4b-q4_K_M,off,B,42,1,0,0.0,0,0.0,76.15192103385925,0.6207931041717529,ok
qwen3.5_4b-q4_K_M_think-off_track-B_seed-43_b933b8,rev_off_b,qwen3.5_4b-q4_K_M,off,B,43,0,0,0.0,0,0.0,59.78099274635315,0.6714210510253906,ok
qwen3.5_4b-q4_K_M_think-off_track-B_seed-44_fee25f,rev_off_b,qwen3.5_4b-q4_K_M,off,B,44,0,0,0.0,0,0.0,164.10278391838074,0.570453405380249,ok
qwen3.6_27b-q4_K_M_think-off_track-B_seed-42_ec5f96,rev_off_b,qwen3.6_27b-q4_K_M,off,B,42,0,0,0.0,0,0.0,175.95281529426575,0.7190954685211182,ok
qwen3.6_27b-q4_K_M_think-off_track-B_seed-43_bc69fb,rev_off_b,qwen3.6_27b-q4_K_M,off,B,43,0,0,0.0,0,0.0,145.9469609260559,2.3725578784942627,ok
qwen3.6_27b-q4_K_M_think-off_track-B_seed-44_95dfd6,rev_off_b,qwen3.6_27b-q4_K_M,off,B,44,1,1,1.0,0,0.0,117.57235264778137,8.136854410171509,ok
qwen3.6_27b-q4_K_M_think-on_track-B_seed-42_acf987,rev_on_b,qwen3.6_27b-q4_K_M,on,B,42,0,0,0.0,0,0.0,912.3926339149475,1.8729891777038574,ok
qwen3.6_27b-q4_K_M_think-on_track-B_seed-43_48a862,rev_on_b,qwen3.6_27b-q4_K_M,on,B,43,0,0,0.0,0,0.0,1032.959932565689,0.7693827152252197,ok
qwen3.6_35b-a3b-q4_K_M_think-off_track-B_seed-42_743a54,rev_off_b,qwen3.6_35b-a3b-q4_K_M,off,B,42,0,0,0.0,0,0.0,65.92913722991943,0.8702297210693359,ok
qwen3.6_35b-a3b-q4_K_M_think-off_track-B_seed-43_8264c0,rev_off_b,qwen3.6_35b-a3b-q4_K_M,off,B,43,1,1,0.0,1,0.0,41.58294129371643,0.8211963176727295,ok
qwen3.6_35b-a3b-q4_K_M_think-off_track-B_seed-44_9dd397,rev_off_b,qwen3.6_35b-a3b-q4_K_M,off,B,44,0,0,0.0,0,0.0,39.5296471118927,0.8209772109985352,ok
qwen3.6_35b-a3b-q4_K_M_think-on_track-B_seed-42_cb5610,rev_on_b,qwen3.6_35b-a3b-q4_K_M,on,B,42,0,0,0.0,0,0.0,293.1114037036896,1.9232618808746338,ok
qwen3.6_35b-a3b-q4_K_M_think-on_track-B_seed-43_ce1db7,rev_on_b,qwen3.6_35b-a3b-q4_K_M,on,B,43,0,0,0.0,0,0.0,256.1575925350189,3.4771907329559326,ok
qwen3.6_35b-a3b-q4_K_M_think-on_track-B_seed-44_09c92b,rev_on_b,qwen3.6_35b-a3b-q4_K_M,on,B,44,0,0,0.0,0,0.0,323.15588331222534,1.0215215682983398,ok
claude-haiku-4-5_track-B_seed-42_26b9dc,rev_api_v0p5,claude-haiku-4-5,,B,42,0,0,0.0,0,0.066663,108.40684223175049,8.194886445999146,ok
claude-haiku-4-5_track-B_seed-43_8aa5d8,rev_api_v0p5,claude-haiku-4-5,,B,43,1,1,1.0,1,0.071913,114.2151985168457,8.342846155166626,ok
claude-haiku-4-5_track-B_seed-44_3cbe70,rev_api_v0p5,claude-haiku-4-5,,B,44,1,1,1.0,1,0.09189800000000001,150.85510158538818,8.24513840675354,ok
claude-opus-5_track-B_seed-42_9964a2,rev_api_v0p5,claude-opus-5,,B,42,1,1,0.458,1,0.24134900000000004,110.3208966255188,10.75601077079773,ok
claude-opus-5_track-B_seed-43_94af61,rev_api_v0p5,claude-opus-5,,B,43,1,1,0.938,1,0.0609155,27.01846671104431,8.898325204849243,ok
claude-opus-5_track-B_seed-44_856e23,rev_api_v0p5,claude-opus-5,,B,44,1,1,0.938,1,0.05861550000000001,24.847777128219604,8.796261548995972,ok
claude-sonnet-5_track-B_seed-42_90782e,rev_api_v0p5,claude-sonnet-5,,B,42,1,1,0.938,1,0.10591900000000003,76.20577216148376,10.755575180053711,ok
claude-sonnet-5_track-B_seed-43_d95d69,rev_api_v0p5,claude-sonnet-5,,B,43,1,1,1.0,1,0.08320270000000002,53.11225891113281,8.443567037582397,ok
claude-sonnet-5_track-B_seed-44_2736ec,rev_api_v0p5,claude-sonnet-5,,B,44,1,1,0.938,1,0.08239270000000001,53.16767168045044,10.352058410644531,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-42_005ff4,rev_off_v0p5,gemma4_26b-a4b-it-q4_K_M,off,B,42,0,0,0.0,0,0.0,47.550809144973755,2.3231070041656494,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-43_1f7534,rev_off_v0p5,gemma4_26b-a4b-it-q4_K_M,off,B,43,0,0,0.0,0,0.0,26.25243854522705,0.7195987701416016,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-44_113972,rev_off_v0p5,gemma4_26b-a4b-it-q4_K_M,off,B,44,0,0,0.0,0,0.0,24.28753399848938,0.7691185474395752,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-42_7479d3,rev_off_v0p5,gemma4_31b-it-q4_K_M,off,B,42,0,0,0.0,0,0.0,128.00197649002075,0.7198874950408936,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-43_621d0d,rev_off_v0p5,gemma4_31b-it-q4_K_M,off,B,43,0,0,0.0,0,0.0,105.9736876487732,0.7203056812286377,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-44_395712,rev_off_v0p5,gemma4_31b-it-q4_K_M,off,B,44,0,0,0.0,0,0.0,106.15768814086914,0.7195372581481934,ok
glm-4.7-flash_q4_K_M_think-off_track-B_seed-42_382d7b,rev_off_v0p5,glm-4.7-flash_q4_K_M,off,B,42,0,0,0.0,0,0.0,61.68167209625244,0.8709099292755127,ok
glm-4.7-flash_q4_K_M_think-off_track-B_seed-43_86d250,rev_off_v0p5,glm-4.7-flash_q4_K_M,off,B,43,0,0,0.0,0,0.0,28.700939416885376,0.7702391147613525,ok
glm-4.7-flash_q4_K_M_think-off_track-B_seed-44_5c576d,rev_off_v0p5,glm-4.7-flash_q4_K_M,off,B,44,0,0,0.0,0,0.0,35.65954804420471,0.819807767868042,ok
gpt-oss_20b_think-off_track-B_seed-42_47a3e6,rev_off_v0p5,gpt-oss_20b,off,B,42,0,0,0.0,0,0.0,165.6111617088318,0.7697298526763916,ok
gpt-oss_20b_think-off_track-B_seed-43_161fa8,rev_off_v0p5,gpt-oss_20b,off,B,43,0,0,0.0,0,0.0,144.2880847454071,0.7706923484802246,ok
gpt-oss_20b_think-off_track-B_seed-44_a8e6ce,rev_off_v0p5,gpt-oss_20b,off,B,44,0,0,0.0,0,0.0,132.04160594940186,0.7707099914550781,ok
granite4.1_30b-q4_K_M_think-off_track-B_seed-42_b7c4b3,rev_off_v0p5,granite4.1_30b-q4_K_M,off,B,42,0,0,0.0,0,0.0,132.86271142959595,4.229307651519775,ok
granite4.1_30b-q4_K_M_think-off_track-B_seed-43_12bd81,rev_off_v0p5,granite4.1_30b-q4_K_M,off,B,43,0,0,0.0,0,0.0,97.81189489364624,0.7710413932800293,ok
granite4.1_30b-q4_K_M_think-off_track-B_seed-44_ed5c64,rev_off_v0p5,granite4.1_30b-q4_K_M,off,B,44,0,0,0.0,0,0.0,103.71245646476746,0.7714033126831055,ok
granite4.1_8b-q4_K_M_think-off_track-B_seed-42_880219,rev_off_v0p5,granite4.1_8b-q4_K_M,off,B,42,0,0,0.0,0,0.0,45.33943462371826,0.7697405815124512,ok
granite4.1_8b-q4_K_M_think-off_track-B_seed-43_d0b249,rev_off_v0p5,granite4.1_8b-q4_K_M,off,B,43,0,0,0.0,0,0.0,23.594764709472656,0.8699769973754883,ok
granite4.1_8b-q4_K_M_think-off_track-B_seed-44_ba5ca2,rev_off_v0p5,granite4.1_8b-q4_K_M,off,B,44,0,0,0.0,0,0.0,22.456007719039917,0.8704931735992432,ok
laguna-xs-2.1_q4_K_M_think-off_track-B_seed-42_029b5b,rev_off_v0p5,laguna-xs-2.1_q4_K_M,off,B,42,1,1,1.0,1,0.0,45.93245840072632,8.235107421875,ok
laguna-xs-2.1_q4_K_M_think-off_track-B_seed-43_5eeecb,rev_off_v0p5,laguna-xs-2.1_q4_K_M,off,B,43,0,0,0.0,0,0.0,29.24258255958557,0.7206196784973145,ok
laguna-xs-2.1_q4_K_M_think-off_track-B_seed-44_761c05,rev_off_v0p5,laguna-xs-2.1_q4_K_M,off,B,44,0,0,0.0,0,0.0,25.18466567993164,0.7204306125640869,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-off_track-B_seed-42_cdb6ad,rev_off_v0p5,nemotron-3-nano_30b-a3b-q4_K_M,off,B,42,0,0,0.0,0,0.0,47.27308940887451,0.6195156574249268,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-off_track-B_seed-43_91eacb,rev_off_v0p5,nemotron-3-nano_30b-a3b-q4_K_M,off,B,43,0,0,0.0,0,0.0,24.85013198852539,0.770545482635498,ok
nemotron-3-nano_30b-a3b-q4_K_M_think-off_track-B_seed-44_8e1241,rev_off_v0p5,nemotron-3-nano_30b-a3b-q4_K_M,off,B,44,0,0,0.0,0,0.0,25.494982481002808,0.5688517093658447,ok
nemotron-3-nano_4b_think-off_track-B_seed-42_ba2545,rev_off_v0p5,nemotron-3-nano_4b,off,B,42,0,0,0.0,0,0.0,18.253624200820923,0.6695535182952881,ok
nemotron-3-nano_4b_think-off_track-B_seed-43_2e1023,rev_off_v0p5,nemotron-3-nano_4b,off,B,43,0,0,0.0,0,0.0,15.895374059677124,3.9780733585357666,ok
nemotron-3-nano_4b_think-off_track-B_seed-44_94b809,rev_off_v0p5,nemotron-3-nano_4b,off,B,44,0,0,0.0,0,0.0,7.425031900405884,0.6685731410980225,ok
qwen3.5_4b-q4_K_M_think-off_track-B_seed-42_dd6e87,rev_off_v0p5,qwen3.5_4b-q4_K_M,off,B,42,0,0,0.0,0,0.0,62.51740050315857,0.5685701370239258,ok
qwen3.5_4b-q4_K_M_think-off_track-B_seed-43_483bf1,rev_off_v0p5,qwen3.5_4b-q4_K_M,off,B,43,0,0,0.0,0,0.0,116.82749629020691,2.274094820022583,ok
qwen3.5_4b-q4_K_M_think-off_track-B_seed-44_13175f,rev_off_v0p5,qwen3.5_4b-q4_K_M,off,B,44,0,0,0.0,0,0.0,586.7314345836639,0.5690155029296875,ok
qwen3.6_27b-q4_K_M_think-off_track-B_seed-42_d55810,rev_off_v0p5,qwen3.6_27b-q4_K_M,off,B,42,0,0,0.0,0,0.0,121.14127445220947,0.719444751739502,ok
qwen3.6_27b-q4_K_M_think-off_track-B_seed-43_edcf55,rev_off_v0p5,qwen3.6_27b-q4_K_M,off,B,43,0,0,0.0,0,0.0,178.44382047653198,2.373140811920166,ok
qwen3.6_27b-q4_K_M_think-off_track-B_seed-44_6855a2,rev_off_v0p5,qwen3.6_27b-q4_K_M,off,B,44,0,0,0.0,0,0.0,131.9748239517212,0.7708158493041992,ok
qwen3.6_35b-a3b-q4_K_M_think-off_track-B_seed-42_876a24,rev_off_v0p5,qwen3.6_35b-a3b-q4_K_M,off,B,42,0,0,0.0,0,0.0,74.5302803516388,0.8693206310272217,ok
qwen3.6_35b-a3b-q4_K_M_think-off_track-B_seed-43_fcf442,rev_off_v0p5,qwen3.6_35b-a3b-q4_K_M,off,B,43,0,0,0.0,0,0.0,26.296258449554443,0.7707681655883789,ok
qwen3.6_35b-a3b-q4_K_M_think-off_track-B_seed-44_79772b,rev_off_v0p5,qwen3.6_35b-a3b-q4_K_M,off,B,44,0,0,0.0,0,0.0,31.94310688972473,0.7201614379882812,ok
claude-haiku-4-5_track-A_seed-42_08c1ba,rev_api_v1,claude-haiku-4-5,,A,42,1,1,1.0,1,0.07332,111.87066316604614,8.293184518814087,ok
claude-haiku-4-5_track-A_seed-43_be32a1,rev_api_v1,claude-haiku-4-5,,A,43,1,1,1.0,1,0.06815500000000001,103.84499979019165,8.45222282409668,ok
claude-haiku-4-5_track-A_seed-44_d2a808,rev_api_v1,claude-haiku-4-5,,A,44,1,1,1.0,1,0.037535,58.39066696166992,8.452860116958618,ok
claude-haiku-4-5_track-B_seed-42_4a98e6,rev_api_v1,claude-haiku-4-5,,B,42,1,1,1.0,1,0.08274000000000001,133.29064512252808,8.19216799736023,ok
claude-haiku-4-5_track-B_seed-43_9e50e8,rev_api_v1,claude-haiku-4-5,,B,43,1,1,1.0,1,0.07826999999999999,128.0022668838501,8.092827558517456,ok
claude-haiku-4-5_track-B_seed-44_362cce,rev_api_v1,claude-haiku-4-5,,B,44,1,1,0.833,1,0.068535,114.02163314819336,2.22389554977417,ok
claude-opus-5_track-A_seed-42_29e894,rev_api_v1,claude-opus-5,,A,42,1,1,1.0,1,0.06312,13.361504554748535,8.644816160202026,ok
claude-opus-5_track-A_seed-43_fcbc99,rev_api_v1,claude-opus-5,,A,43,1,1,1.0,1,0.03605800000000001,13.986325025558472,8.495760917663574,ok
claude-opus-5_track-A_seed-44_027ddf,rev_api_v1,claude-opus-5,,A,44,1,1,1.0,1,0.035118,14.43672251701355,8.59677267074585,ok
claude-opus-5_track-B_seed-42_d16cdc,rev_api_v1,claude-opus-5,,B,42,0,0,0.0,0,0.04649000000000001,19.216142177581787,2.6263771057128906,ok
claude-opus-5_track-B_seed-43_57d67c,rev_api_v1,claude-opus-5,,B,43,1,1,1.0,1,0.075665,30.739401817321777,9.146599054336548,ok
claude-opus-5_track-B_seed-44_8600ee,rev_api_v1,claude-opus-5,,B,44,1,1,1.0,1,0.05911500000000001,23.505112648010254,8.947160959243774,ok
claude-sonnet-5_track-A_seed-42_c94653,rev_api_v1,claude-sonnet-5,,A,42,1,1,1.0,1,0.09826800000000001,47.29282021522522,8.546044826507568,ok
claude-sonnet-5_track-A_seed-43_83f74f,rev_api_v1,claude-sonnet-5,,A,43,1,1,1.0,1,0.08333860000000001,54.77993655204773,8.545424222946167,ok
claude-sonnet-5_track-A_seed-44_d2062b,rev_api_v1,claude-sonnet-5,,A,44,1,1,1.0,1,0.07216860000000001,42.541356801986694,8.394015789031982,ok
claude-sonnet-5_track-B_seed-42_7c174f,rev_api_v1,claude-sonnet-5,,B,42,1,1,0.938,1,0.1061108,73.10666918754578,10.349724054336548,ok
claude-sonnet-5_track-B_seed-43_d790c3,rev_api_v1,claude-sonnet-5,,B,43,1,1,1.0,1,0.0855308,53.417075634002686,10.251654624938965,ok
claude-sonnet-5_track-B_seed-44_b8d8a7,rev_api_v1,claude-sonnet-5,,B,44,1,1,0.938,1,0.1051958,69.03297662734985,10.153787851333618,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-A_seed-42_b1bf30,rev_off_v1,gemma4_26b-a4b-it-q4_K_M,off,A,42,0,0,0.0,0,0.0,63.4776337146759,0.8204784393310547,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-A_seed-43_942ed2,rev_off_v1,gemma4_26b-a4b-it-q4_K_M,off,A,43,0,0,0.0,0,0.0,32.88775372505188,0.8199701309204102,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-A_seed-44_694fba,rev_off_v1,gemma4_26b-a4b-it-q4_K_M,off,A,44,0,0,0.0,0,0.0,32.99561429023743,0.8196914196014404,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-42_05bf7f,rev_off_v1,gemma4_26b-a4b-it-q4_K_M,off,B,42,0,0,0.0,0,0.0,50.54630923271179,2.324846029281616,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-43_62cce8,rev_off_v1,gemma4_26b-a4b-it-q4_K_M,off,B,43,0,0,0.0,0,0.0,25.284502506256104,2.3264615535736084,ok
gemma4_26b-a4b-it-q4_K_M_think-off_track-B_seed-44_02862f,rev_off_v1,gemma4_26b-a4b-it-q4_K_M,off,B,44,0,0,0.0,0,0.0,24.240480661392212,2.3233723640441895,ok
gemma4_31b-it-q4_K_M_think-off_track-A_seed-42_716aa6,rev_off_v1,gemma4_31b-it-q4_K_M,off,A,42,0,0,0.0,0,0.0,172.19873690605164,0.820124626159668,ok
gemma4_31b-it-q4_K_M_think-off_track-A_seed-43_37a419,rev_off_v1,gemma4_31b-it-q4_K_M,off,A,43,0,0,0.0,0,0.0,141.51908373832703,0.8196001052856445,ok
gemma4_31b-it-q4_K_M_think-off_track-A_seed-44_fd0c2a,rev_off_v1,gemma4_31b-it-q4_K_M,off,A,44,0,0,0.0,0,0.0,144.05433773994446,0.819514274597168,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-42_9cbc19,rev_off_v1,gemma4_31b-it-q4_K_M,off,B,42,0,0,0.0,0,0.0,127.23546504974365,0.7205679416656494,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-43_bf958a,rev_off_v1,gemma4_31b-it-q4_K_M,off,B,43,0,0,0.0,0,0.0,106.95700550079346,0.7192261219024658,ok
gemma4_31b-it-q4_K_M_think-off_track-B_seed-44_2697a1,rev_off_v1,gemma4_31b-it-q4_K_M,off,B,44,0,0,0.0,0,0.0,111.83340811729431,0.7201356887817383,ok
glm-4.7-flash_q4_K_M_think-off_track-A_seed-42_7eafaf,rev_off_v1,glm-4.7-flash_q4_K_M,off,A,42,1,1,1.0,0,0.0,69.3703978061676,8.286603927612305,ok
glm-4.7-flash_q4_K_M_think-off_track-A_seed-43_81959f,rev_off_v1,glm-4.7-flash_q4_K_M,off,A,43,1,1,1.0,1,0.0,42.190672159194946,8.24652886390686,ok
glm-4.7-flash_q4_K_M_think-off_track-A_seed-44_7fc4c2,rev_off_v1,glm-4.7-flash_q4_K_M,off,A,44,0,0,0.0,0,0.0,39.08178925514221,0.6193070411682129,ok
